case_id,distance,angle_deg,orientation_deg,final_std,final_flux_max,final_node_max,final_distance,anisotropy_ratio,major_axis_angle_deg,dipole_amplitude,dipole_angle_deg,interaction_score
29,18,150,180,0.7509873846385912,4.999595685690319,22.847164622764392,28.541472538974823,1.0342063952976486,58.68849428616155,4.247784412026446,-73.87287645486374,0.4730682893748758
201,58,150,45,0.7808107741870094,5.049018699741425,24.25100954288753,50.27630407278211,1.09734443745224,57.13024140996982,6.447904345253397,-10.608375477594265,0.4729673504460783
33,18,180,135,0.746469605115374,4.949432699007767,22.75578867580363,50.41250727467368,1.153948829775583,-139.52288901433175,5.631053312571477,13.210320941060981,0.47199874445442486
279,74,180,180,0.8000418576591698,4.8582123219610205,22.692406959507473,58.75893585869772,1.041017454798823,69.48411875563593,8.410555749407218,-16.1108183589603,0.47108349933517546
268,74,120,135,0.8144500702852668,5.164977931812162,25.305312569813108,49.98799520764776,1.0858050358691371,104.69347184004539,6.516464698607585,-137.41898033069143,0.4710388063475952
7,18,30,90,0.7409420439862536,4.917862713273275,24.139740357726208,62.71489932244699,1.0534437849919023,140.08673523811902,8.792460920763649,149.69483546320797,0.47088352811044387
188,58,60,135,0.7999396763198806,5.017165932581436,23.51808645272504,53.72734654012245,1.0809792608054711,61.821459929164185,6.9784174208156555,-121.27925011960109,0.4660975074306713
15,18,90,0,0.7403029033238154,5.084572727254621,25.467661478176055,55.10621115115984,1.1556698873972235,65.85393139934006,6.084173670097537,-136.5149087136945,0.4652499663962264
132,42,150,90,0.7633460356408402,5.015868061526172,24.093827143870605,71.58797696379018,1.0977486849262454,155.06866245470263,9.234667800267562,42.60367931571409,0.4641478306535365
154,50,60,180,0.7738507664855742,5.4658204793261636,23.101604061310855,70.24276125731232,1.0305359458520276,60.240100445270656,10.593748984782774,-131.96290324636234,0.46405416663945215
134,42,150,180,0.7829847172470075,5.141715576484284,21.300822571078815,21.107974699361197,1.040436502484473,105.16485169465449,2.833097411975082,94.55810642384026,0.4638367871645584
81,34,60,45,0.7867477040627525,5.127222782427293,24.554380031087618,78.60811760070037,1.1124451467414929,127.80867556010035,14.425607410052972,-138.02781951795035,0.4631819853672446
244,66,180,180,0.7911682426745392,4.863783321702557,24.97109706090513,29.958782188137832,1.1825890632987264,-148.85845550910153,1.9982713938233945,144.7957895000887,0.46144011949249286
65,26,180,0,0.7358720914383217,5.55480136842172,20.853152137368998,42.65767714107229,1.084646129609109,-146.9752832600337,5.202269471607464,98.15195822039021,0.46111411060545426
110,42,30,0,0.7938189258096673,5.040566530195894,24.072161608417222,79.74933797232288,1.1083766355614395,82.4568958023381,12.415360784534746,-171.81839455045494,0.45544162791910536
192,58,90,90,0.7617717944768894,4.915493432553396,22.811465014670006,51.35348335181474,1.1346905535180567,54.41351984347525,5.549555228471604,-147.1772061494264,0.4548122929964608
198,58,120,135,0.7950291913329822,5.094607805515781,22.22197356394167,22.728198854821848,1.1398934408216725,133.20838704517288,1.3687197230267618,-86.33457218518234,0.4542109164426637
116,42,60,45,0.7809897358800983,4.693945718450654,24.40861094685708,66.86372962261257,1.1696628667433948,67.9581436067841,7.21455138443855,-160.88720273114913,0.4530220837139838
253,74,30,135,0.8111032301674131,4.895309754836069,21.796787615629665,74.47025087700803,1.0355952263175507,-176.1805351056832,11.045950716878682,-128.68214178036004,0.44544635877373523
111,42,30,45,0.7947542425976906,5.3440720297781645,21.118250610667445,68.29559066294144,1.1137885649123604,-171.7028877148846,7.937582812499161,-148.33443299737337,0.44323172757894364
16,18,90,45,0.7592296082396974,5.117235180358419,22.08501929771573,67.77792647042293,1.011657992277309,118.65769418014786,9.318772909603677,-147.95542817548923,0.44309641562266855
200,58,150,0,0.7753384282176742,5.213227132442121,21.780236574135138,49.6008442181087,1.2044858522658237,-137.59174075297574,3.8816550708662665,10.691468605617874,0.4400966325226877
178,58,0,135,0.795213401090072,5.603282057764743,23.354137659974036,80.23577387661756,1.0820755768225603,-136.37967393986716,12.792900441343022,-177.27769705140958,0.43985891902819235
168,50,150,135,0.7925988749018407,4.745732435966308,24.512272389901582,48.60448313787135,1.0767710892482887,-148.22498125174988,5.548346528666258,-51.10815711035209,0.43955525743810664
61,26,150,45,0.7419434941436583,4.973919333099673,22.066637992413938,43.92662110609021,1.0802213657220507,60.749921627893244,4.7305862336350355,-73.21627222550508,0.43604809550780055
172,50,180,90,0.7831752346523785,5.591548711052123,21.941220870035984,84.19587274844392,1.1140481865348064,138.33498386628497,10.169425584755135,86.91019048357329,0.43604472952518364
48,26,60,135,0.7773045281897608,5.141851743263425,20.55802283819568,73.79523765404961,1.0090509143403155,63.510935096237276,10.666066897196963,-109.67158554355885,0.43554926889990964
229,66,90,180,0.791764693568599,5.012873980438305,22.47818436108033,36.457375582221616,1.105478094200589,53.20459987426232,3.230882316401771,152.92745182140385,0.4335330502632485
41,26,30,45,0.789791163010135,5.097585142404688,23.15765302346928,82.08875385233658,1.086879451296476,109.72013872548257,15.35861441205283,-175.95356600858003,0.432995956386555
128,42,120,135,0.7802984569965187,4.912169081974494,24.82031453639989,47.47508242259976,1.0125505908213135,-148.36502588873603,6.092496518608707,-130.6602497560757,0.4321372614489627
91,34,120,45,0.7594946597997582,5.23565642618529,25.07428513037702,37.87576221965979,1.0822187280768751,45.81659594140023,3.656188299119304,-144.5591435624004,0.42969714340931425
